name:ID;:LABEL
Antonio Cerasa;Author
Camillo Porcaro;Author
Luigi Citrigno;Author
Paolo Tonin;Author
Wei-Yen Hsu;Author
John Suckling;Author
Matthew Leming;Author
Adriano L. I. Oliveira;Author
Ericles A. Medeiros;Author
Miguel E. R. Bezerra;Author
Ronaldo C. Veras;Author
Thyago A. B. V. Rocha;Author
Arjen van Ooyen;Author
Lazaros Iliadis 0001;Author
John Fulcher;Author
Siu Cheong Leung;Author
Francisco Zamora-Martínez;Author
Afshin Shoeibi;Author
Mostafa Salehi;Author
Reza Nazari;Author
Thomas C. Chuang;Author
Zhaoping Li;Author
Paolo Mazzanti;Author
Roberto Odorico;Author
Anders Holst;Author
Anders Lansner;Author
Hao Niu;Author
Tao He 0016;Author
Zhang Yi 0001;Author
Liangdong Shi;Author
Lin Shang 0001;Author
Yang Gao 0001;Author
Yinghuan Shi;Author
Yubin Yang;Author
Joost N. Kok;Author
Jules Vleugels;Author
Mark H. Overmars;Author
Ala'a Zyout;Author
Amjed Al Fahoum;Author
Mark G. Frei;Author
Andrew Chi-Sing Leung;Author
John Sum;Author
Kwok-Wo Wong;Author
Sheng-Jiang Chang;Author
Ming Zhu 0014;Author
Prithwineel Paul;Author
Xihai Zhang;Author
Yew-Soon Ong;Author
Jung-Hsien Chiang;Author
Pei-Yi Hao;Author
Aluízio F. R. Araújo;Author
Guilherme De A. Barreto;Author
Loredana Zollo;Author
Hengde Zhu;Author
Jian Wang 0109;Author
Rajeev Raman;Author
Shui-Hua Wang;Author
Yudong Zhang 0001;Author
Catherine J. Vossen;Author
Enrique Hortal;Author
Erik D. Gommer;Author
Jingyi He;Author
Joël M. H. Karel;Author
Marcus L. F. Janssen;Author
Mariano Arriaga;Author
René V. Mayorga;Author
Nikhil R. Pal;Author
Rudrasis Chakraborty;Author
Luyuan Fang;Author
Tao Li;Author
Shouxin Li;Author
Sutao Song;Author
Xiaowei Che;Author
Xin Chen;Author
P. Raja Sekhara Rao;Author
V. Sree Hari Rao;Author
Guanghui Zhang;Author
Lin Yang;Author
Xiaoshuang Wang;Author
Ying Wang;Author
Zhanhua Liang;Author
Sema Atasever;Author
Florentin Wörgötter;Author
Abderrahmane Essaid;Author
M. Jedra;Author
Mohamed Limouri;Author
N. El Khattabi;Author
Marcus Koppert;Author
Xun Liang 0001;Author
Bart Baesens;Author
Christophe Mues;Author
Rudy Setiono;Author
João F. A. Martins;Author
Rui Vilela Mendes;Author
Antti Järvelin;Author
Martti Juhola;Author
Matti Laine;Author
Eric L. Grundstrom;Author
Alberto Montina;Author
Carolina Mendoza;Author
Fortunato Tito Arecchi;Author
Mario Notturno Granieri;Author
Neil Burgess;Author
Gunnar von Heijne;Author
Henrik Nielsen;Author
Jacob Engelbrecht;Author
Søren Brunak;Author
Dingguo Zhang;Author
Kuanyi Zhu;Author
Benny Lautrup;Author
Jan Gorodkin;Author
Lars Kai Hansen;Author
Sara A. Solla;Author
Alfred Meurs;Author
Annelies Grimonprez;Author
Ine Dauwe;Author
Lies Mollet;Author
Veerle de Herdt;Author
Wytse Wadman;Author
Spyridon Plakias;Author
Yiannis S. Boutalis;Author
Celso Grebogi;Author
Qing Cai;Author
Wei-Dong Dang;Author
Yuxuan Yang 0001;Author
Zhongke Gao;Author
Chang-Sheng Jiang;Author
Mou Chen;Author
Qing-Xian Wu;Author
Wen-Hua Chen 0001;Author
Alberto Landi;Author
Angelo Gemignani;Author
Claudio Gentili;Author
Danilo Menicucci;Author
Giacomo Handjaras;Author
Paolo Piaggi;Author
Christian Goerick;Author
Edgar Körner;Author
Heiko Wersing;Author
Helge J. Ritter;Author
Holger Brandl;Author
Inna Mikhailova;Author
Jochen J. Steil;Author
Mark Dunn;Author
Michael Götting;Author
Stephan Kirstein;Author
Danilo P. Mandic;Author
Mo Chen 0006;Author
Phebe Vayanos;Author
Su Lee Goh;Author
Alessandro Vinciarelli;Author
Anna Esposito;Author
Claudia Greco;Author
Gavin McConvey;Author
Gennaro Cordasco;Author
Gennaro Raimo;Author
Marcos Faúndez-Zanuy;Author
Marialucia Cuciniello;Author
Terry Amorese;Author
Zoraida Callejas Carrión;Author
Aaron Young;Author
Jenna L. Rickus;Author
Maria C. Dadarlat;Author
Min Zhang;Author
Sabrina S. Jedlicka;Author
Travis Hassell;Author
Yanzhu Lin;Author
Ramaswamy Palaniappan;Author
Wenhui Huang 0002;Author
Xiangle Ping;Author
David Zhang 0001;Author
Graham A. Jullien;Author
Aimé Lay-Ekuakille;Author
Domenico Labate;Author
Morgan Mangeas;Author
Eduardo Lopez-Larraz;Author
Esther Monge-Pereira;Author
Fernando Trincado-Alonso;Author
Jaime Ibáñez;Author
José Luis Pons;Author
Luis Montesano;Author
David G. Stork;Author
Huiyu Zhou 0001;Author
Weikuan Jia;Author
Xiaojie Li;Author
Xue Qin;Author
Yi Niu;Author
N. Sundararajan 0001;Author
Ramaswamy Savitha;Author
Suresh Sundaram 0002;Author
Andrzej Wróbel;Author
Elzbieta Gajewska-Dendek;Author
Marek Bekisz;Author
Antonio Carrillo;Author
Olga Valenzuela;Author
Xiaoyi Jiang 0001;Author
D. Kamp;Author
László Pál Csernai;Author
Rune Lende;Author
De-Shuang Huang;Author
Fei Han 0001;Author
Tie-Hua Rong;Author
Zhi-Hua Zhu;Author
Cheng-An Hung;Author
Sheng-Fuu Lin;Author
Christian Huber;Author
Gergo Bognár;Author
Mario Huemer;Author
Péter Kovács 0001;Author
Dan Wang;Author
Guo-Ping Ren;Author
Jia-Qing Yan;Author
Jin-Dong Dai;Author
Shan-Shan Mei;Author
Xiao-Fei Wang;Author
Xiao-Feng Yang;Author
Xiao-Nan Li;Author
Xiaoli Li 0002;Author
Yun-Lin Li;Author
Zhi-Xin Yu;Author
Tianping Chen;Author
Ryotaro Kamimura;Author
Antonio Martínez-Álvarez;Author
Ariadna Díaz-Tahoces;Author
José Manuel Ferrández de Vicente;Author
Rubén Crespo-Cano;Author
Sergio Cuenca-Asensi;Author
Bingyan He;Author
Junjie Li;Author
John G. Sutherland;Author
Douglas Domingues Bueno;Author
Jean Faber;Author
João Angelo Ferres Brogin;Author
Anna Duszyk;Author
Magdalena Zieleniewska;Author
Marcin Pietrzak;Author
Marta Bogotko;Author
Piotr J. Durka;Author
Piotr T. Rózanski;Author
Andrés Ortiz 0001;Author
Javier Ramírez 0001;Author
Jorge Munilla;Author
Filippo Cona;Author
Mauro Ursino;Author
Melissa Zavaglia;Author
Leen De Taeye;Author
Feng Shu 0001;Author
Jiayan Liu;Author
Long Meng;Author
Wei Chen 0015;Author
Xiangyu Liu;Author
Yalin Wang 0012;Author
Kevin N. Gurney;Author
Cheng-Yan Kao;Author
Jinn-Moon Yang;Author
Jorng-Tzong Horng;Author
Agnessa Babloyantz;Author
Carlos Lourenço;Author
George Voutsadakis;Author
Andrew D. Brown;Author
Kuan-Chih Huang;Author
Teng-Yi Huang;Author
Yu-Kai Wang;Author
Babak Mahmoudi;Author
Claire-Anne Gutekunst;Author
Jack Tung;Author
Ken Berglund;Author
Mark J. Connolly;Author
Nealen G. Laxpati;Author
Robert E. Gross;Author
Sang-Eon Park;Author
Farzaneh Shayegh;Author
Mahdi Kamali Dolatabadi;Author
Marzieh Kamali;Author
Hans Liljenström;Author
David A. Elizondo;Author
Emile Fiesler;Author
Lazaros S. Iliadis;Author
Genchang Peng;Author
Hina Dave;Author
Hiroyoshi Todo;Author
Junkai Ji;Author
Kazuya Yamashita;Author
Yuki Todo;Author
Randolph M. Jones;Author
Adnan Khashman;Author
Boran Sekeroglu;Author
Hangue Park;Author
Kyungrak Choi;Author
Yoonsuck Choe;Author
Ajalmar R. da Rocha Neto;Author
João P. P. Gomes;Author
Madson L. D. Dias;Author
Átilla N. Maia;Author
H. S. Toh;Author
Hung-Ching Chen;Author
Malik Magdon-Ismail;Author
Mark K. Goldberg;Author
William A. Wallace;Author
Angeles Correas;Author
David Papo;Author
I. Arbaiza;Author
J. Coullaut-Valera;Author
María Eugenia López;Author
R. Arrúe;Author
R. Coullaut-Valera;Author
Ricardo Bajo;Author
Vladimir Cherkassky;Author
Young-Keun Park;Author
Hikaru Inooka;Author
Muhammad Arif 0006;Author
Alexey V. Semyanov;Author
Cees van Leeuwen;Author
David Fairhurst;Author
Erik Steur;Author
Henk Nijmeijer;Author
Inseon Song;Author
Ivan Tyukin;Author
Kuu-Young Young;Author
Yi-Yuan Chen;Author
M. A. H. Akhand;Author
Mashud Hyder;Author
Md. Monirul Islam;Author
Daohui Ge;Author
Feng Li 0033;Author
Juan Wang 0003;Author
Qingwei Jia;Author
Wenrong Hu;Author
Yuxia Wang;Author
Masaki Kobayashi;Author
Lun-De Liao;Author
Wei-Yu Chuang;Author
Weiping Ding 0001;Author
Eduardo Bayro-Corrochano;Author
Guillermo Altamirano-Escobedo;Author
Jorge Lisarraga-Rodriguez;Author
Luis Lechuga-Gutierres;Author
Samuel Solis-Gamboa;Author
Ildikó Aradi;Author
Péter Érdi;Author
Agostino Gibaldi;Author
Silvio P. Sabatini;Author
I. Kocher;Author
Rémi Monasson;Author
Kelly A. Shaw 0002;Author
Marijke F. Augusteijn;Author
José Alfredo Ferreira Costa;Author
Márcio Luiz De Andrade Netto;Author
Pascual Ferrara;Author
Xiaoou Li 0001;Author
Allen R. Stubberud;Author
Tuan A. Duong;Author
Kahraman Ates;Author
M. Alper Tunga;Author
Serap Aydin;Author
Serdar Demirtas;Author
Haonan Pei;Author
Hui He;Author
Jianfu Li;Author
Linli Liu;Author
Sisi Jiang;Author
Yan Chen;Author
Yang Huang;Author
Hsi-Wen Nein;Author
Wen-Chieh Lin;Author
Omer F. Rana;Author
Pascual González;Author
Han Sun;Author
Geoffrey J. McLachlan;Author
Justin Xi Zhu;Author
Liat Ben-Tovim Jones;Author
Richard Bean 0001;Author
Dennis M. Goodman;Author
Erik M. Johansson;Author
Farid U. Dowla;Author
Aldo Pastore;Author
Alessandro D'Ausilio;Author
Antonino Casile;Author
Elena Zucchini;Author
Emanuela Delfino;Author
Luciano Fadiga;Author
Maria Francisca Porto Cruz;Author
Maria Vomero;Author
Miran Skrap;Author
Tamara Ius;Author
Thomas Stieglitz;Author
Philippe Ryvlin;Author
Steven Schachter;Author
Vasilios K. Kimiskidis;Author
Antonio C. Padoan Jr.;Author
Boguslaw Cyganek;Author
Cheolhwan Oh;Author
Guisheng Zhai;Author
Stanislaw H. Zak;Author
Chanlin Yi;Author
Fei Wang;Author
Limeng Song;Author
Luyan Zhang;Author
Rui Zhang 0018;Author
Tao Zhang 0017;Author
Wenjing Peng;Author
Yangsong Zhang;Author
Yin Tian;Author
Yuanling Jiang;Author
Yuanyuan Liao;Author
Andrew Mecum;Author
Erlin Yao;Author
Feng Zhang;Author
Haibin Li;Author
Hao Tang;Author
Mohamed Kamal Mesregah;Author
Nicholas Van Halm-Lutterodt;Author
Wei Feng;Author
Xiuhua Guo;Author
Yuan Ma;Author
Zhiyuan Wu;Author
Guangying Wang;Author
Lin Jiang 0004;Author
Runyang He;Author
Sarah Genon;Author
Simon B. Eickhoff;Author
Xunan Huang;Author
Richard Lippmann;Author
Bernard Girau;Author
Hieu Trung Huynh;Author
Jung-Ja Kim;Author
Yonggwan Won;Author
C. N. Ravikumar;Author
M. A. Jayaram;Author
M. C. Nataraja;Author
Fenglin Zhu;Author
Jiatong He;Author
Tiantian Xiao;Author
Yongfeng Zhang 0001;Author
Ziwei Wang;Author
Alex Alexandridis;Author
Haralambos Sarimveis;Author
Konstantinos Ninos;Author
Panagiotis Patrinos;Author
Heather M. Sayers;Author
L. J. McDaid;Author
Liam P. Maguire;Author
T. Martin McGinnity;Author
Thomas J. Strain;Author
Alessio Fagioli 0001;Author
Marco Cascio;Author
Adam Slowik;Author
Chenyi Zhang;Author
Xu Cai;Author
Amir Eftekhar;Author
Andrea Alenda;Author
Christofer Toumazou;Author
Khalid B. Mirza;Author
Konstantin Nikolic;Author
Nir Grossman;Author
Stephen R. Bloom;Author
Fahimeh Ghassemi;Author
Rassoul Amirfattahi;Author
Zahra Vahabi;Author
Fermín Segovia;Author
Francisco Jesús Martínez-Murcia;Author
Meng-Chuan Lai;Author
Michael V. Lombardo;Author
Simon Baron-Cohen;Author
Bahman Abdi-Sargezeh;Author
Christina Marciniak;Author
Jie Liu;Author
Ping Zhou 0002;Author
William Zev Rymer;Author
Xiaoyan Li;Author
Haikun Wei;Author
Liping Xie;Author
Peizhen Peng;Author
Haiyan Wu;Author
Qingyuan Wu;Author
Quanying Liu;Author
Shuhan Zheng;Author
Youzhi Qu;Author
Zhichao Liang;Author
Akira Hirose 0001;Author
Andriyan Bayu Suksmono;Author
Anthony Martino;Author
Atsushi Nambu;Author
Dean K. Naritoku;Author
Nobuhiko Hatanaka;Author
Nobuya Kaneko;Author
Satomi Chiken;Author
Sayuki Takara;Author
Anh Huy Phan 0001;Author
Jari K. Hietanen;Author
Piia Astikainen;Author
Qiang Wu 0009;Author
Qibin Zhao;Author
Tapani Ristaniemi;Author
Jeng-Ren Duann;Author
Chorkin Chan;Author
Jian-Xiong Wu;Author
B. S. Daya Sagar;Author
B. Venkatesh;Author
S. Gunasekaran;Author
Andria Pelentritou;Author
Daniel F. Schmidt;Author
David T. J. Liley;Author
Felix Luong;Author
Mario Boley;Author
Simon Teshuva;Author
William Woods;Author
Yun Zhao 0004;Author
Jiajun Bu;Author
Jialong Guo;Author
Jingjun Gu;Author
Li Lu;Author
Quansong He;Author
Tianli Zhao;Author
Wang Zhou;Author
Zhihua Wang;Author
A. Gilligan;Author
Chang Wei Tan;Author
D. Nhu;Author
L. Shakhatreh;Author
M. Janmohamed;Author
O. Gonen;Author
Patrick Kwan;Author
Piero Perucca;Author
Terence J. O'Brien;Author
Lilin Guo;Author
Zhenzhong Wang;Author
Christos Tjortjis;Author
Dimitrios Panagiotis Kasseropoulos;Author
Paraskevas Koukaras;Author
Giulia Iori;Author
David Saad;Author
Ke Liu 0008;Author
Wei Wu 0022;Author
Yuanqing Li 0001;Author
Zhenghui Gu;Author
Zhu Liang Yu;Author
Benjamin H. Brinkmann;Author
Brent M. Berry;Author
Gregory A. Worrell;Author
Ravishankar K. Iyer;Author
Yogatheesan Varatharajah;Author
Jinn-Wen Wu;Author
Kuo-Chih Chen;Author
Bo-Wei Chen;Author
Boyi Qu;Author
Chao-Hung Kuo;Author
Hao-Cheng Chang;Author
Hsin-Yi Lai;Author
Jia-Wei Chen;Author
Sheng-Huang Lin;Author
Shih-Hung Yang;Author
Shuan-Chu Vina Ro;Author
Xiao Yu;Author
Yi-Chen Lin 0002;Author
You-Yin Chen;Author
Yu-Chun Lo;Author
Yun-Ting Kuo;Author
Yanqing Liu;Author
Zongyun Gu;Author
Alan L. Yuille;Author
Lei Xu 0001;Author
Stan Klasa;Author
Urko Zurutuza;Author
Álvaro Herrero 0001;Author
Heikki Lyytinen;Author
Jukka Kaartinen;Author
Tiina Huttunen-Scott;Author
Phayung Meesad;Author
Asher A. Friesem;Author
Harel Z. Shouval;Author
Isaac Shariv;Author
Tal Grossman;Author
Antonello Rosato;Author
Federica Colonnese;Author
Francesco Di Luzio;Author
Massimo Panella;Author
Hannes Osterhage;Author
Klaus Lehnertz;Author
Tobias Wagner 0006;Author
Ahmad Shalbaf;Author
Behrooz Nobakhsh;Author
Mohsen Sadat Shahabi;Author
Reza Kazemi;Author
Reza Rostami;Author
Akito Sakurai;Author
Agustín Riscos-Núñez;Author
Ignacio Pérez-Hurtado;Author
Luis Valencia-Cabrera;Author
Miguel A. Martínez-del-Amor;Author
Miao Jin;Author
Yun Peng 0001;Author
Chi-En Lee;Author
Ching-Fu Wang;Author
Han-Lin Wang;Author
Po-Chuan Chen;Author
Zu-Yu Wu;Author
Andrea Blanco-Ivorra;Author
David Martínez-Pascual;Author
José M. Catalán;Author
Yolanda Vales;Author
Carme Torras;Author
Pau Bofill;Author
Bin Xia 0004;Author
Di Zang;Author
Hongfei Ji;Author
Jie Li 0016;Author
Lei Cao 0002;Author
Rong Gu 0003;Author
José A. Rodríguez-Rodríguez;Author
Miguel A. Molina-Cabello;Author
Rafaela Benítez-Rochel;Author
Deng Jianping;Author
Alberto Marcos Dolado;Author
David Prada Crespo;Author
Inmaculada C. Rodríguez-Rojo;Author
Noelia Serrano;Author
Ricardo Bruña;Author
Daniel Cerquetti;Author
Daniela Sabrina Andres;Author
Marcelo Merello;Author
Heng Xu;Author
Peter B. Shull;Author
Xiangyang Zhu;Author
Juan Eloy Arco;Author
Yu-Dong Zhang 0001;Author
Antonio Cañas;Author
Antonio F. Díaz;Author
Fernando Rojas 0001;Author
Manuel Rodríguez 0002;Author
Bin Deng 0001;Author
Chen Liu 0003;Author
Fei Su;Author
Huiyan Li;Author
Jiang Wang 0002;Author
Xile Wei;Author
Yingyuan Chen;Author
Dehu Qi;Author
Ron Sun;Author
George Carayannis;Author
George Tambouratzis;Author
Nikolaos Hairetakis;Author
Stella Markantonatou;Author
Angelika Steger;Author
Felix Weissenberger;Author
Florian Meier 0002;Author
Hafsteinn Einarsson;Author
Johannes Lengler;Author
Younès Bennani;Author
Martin Haenggi;Author
Sue Oi Yee;Author
Feng Duan 0006;Author
Genshe Chen;Author
Huihui Zhou;Author
Mengfan Li;Author
Wei Li 0006;Author
Na Dong;Author
Shan-Shan Zhang;Author
Claudio Zandron;Author
Iris Ermini;Author
Joydeep Ghosh;Author
Yoan Shin;Author
Francisco Bellas;Author
José Antonio Becerra;Author
Juan Monroy;Author
Richard J. Duro;Author
Josef Skrzypek;Author
Valter Rodrigues;Author
Harun K. M. Yusuf;Author
Hasina Akhtar;Author
Sabiha Rahman;Author
Daniel Micol;Author
Markus Bongard;Author
António Dourado;Author
Bruno Direito;Author
César Alexandre Teixeira;Author
Francisco Sales;Author
Miguel Castelo-Branco;Author
Abdelbasset Brahim;Author
Anke Meyer-Baese;Author
Ignacio Álvarez;Author
Laila Khedher;Author
Christian Geier;Author
Hailing Feng;Author
Hongbin Lv;Author
Shuai Wang;Author
Xianxun Zhao;Author
Michael Defoin-Platel;Author
Stefan Schliebs;Author
Barry J. Richmond;Author
Emad N. Eskandar;Author
John A. Hertz;Author
Troels W. Kjær;Author
Hongming Li;Author
Jiaojian Wang;Author
Jinping Xu;Author
Kai Wang;Author
Li Zhang;Author
Qiang Wei;Author
Qingmao Hu;Author
Tian Li;Author
Tongjian Bai;Author
Xiaodong Zhang 0024;Author
Yanghua Tian;Author
Bertha Guijarro-Berdiñas;Author
Diego Peteiro-Barral;Author
Enrique F. Castillo;Author
Oscar Fontenla-Romero;Author
Haruhiko Kishima;Author
Hiroaki Hashimoto;Author
Hitoshi Maezawa;Author
Hui Ming Khoo;Author
Masayuki Hirata;Author
Naoki Tani;Author
Satoru Oshino;Author
Seiji Kameda;Author
Takufumi Yanagisawa;Author
Toshiki Yoshimine;Author
Néstor Parga;Author
Chi-Cheong Szeto;Author
Lai-Wan Chan;Author
Dong Li 0051;Author
Jianwei Zhang 0016;Author
Lituan Wang;Author
Juan Luis Jiménez Laredo;Author
Loïs Naudin;Author
M. A. Aziz-Alaoui;Author
Nathalie Corson;Author
Thibaut Démare;Author
Piërre van de Laar;Author
Stan C. A. M. Gielen;Author
Tom Heskes;Author
Chen Chen 0039;Author
Hangyu Zhu;Author
Laishuan Wang;Author
Ning Shen;Author
Yan Xu;Author
Haitao Yu 0001;Author
Nathan X. Kodama;Author
Roberto F. Galán;Author
Xinmeng Guo;Author
Benjamin Wittevrongel;Author
Bernardo A. Huberman;Author
José C. Riquelme;Author
Manuel Carranza-García;Author
Pedro Lara-Benítez;Author
Yixia Zhang;Author
Alice Geminiani;Author
Bernard Widrow;Author
Carmen Jimenez-Mesa;Author
Diego Castillo-Barnes;Author
Diego Salas-Gonzalez;Author
J. M. Górriz;Author
Dimitris Kugiumtzis;Author
György Csaba;Author
Wolfgang Porod;Author
Árpád Csurgay;Author
Brijesh K. Verma;Author
Ranadhir Ghosh;Author
Bernd Michaelis;Author
Udo Seiffert;Author
Harksoo Kim;Author
Jungyun Seo;Author
Kyungsun Kim;Author
Antanas Verikas;Author
Arunas Lipnickas;Author
Kerstin Malmqvist;Author
Kay-Yu Tong;Author
Xiang Chen 0004;Author
Xu Zhang 0002;Author
Zhiyuan Lu;Author
Ignacio Rodríguez-Rodríguez;Author
Marco A. Formoso;Author
Nicolás Gallego-Molina;Author
Wai Lok Woo;Author
Dong Nan;Author
Jinling Long;Author
Wei Wu 0010;Author
Sonja Grün;Author
Viktor Gál;Author
Giovanna Nicora;Author
Lorenzo Peracchio;Author
Zvi Kam;Author
Irzam Hardiansyah;Author
Valentina Pergher;Author
Amir A. Handzel;Author
Ehud Duchovni;Author
Shlomit Tarem;Author
Meiqin Liu 0001;Author
Ajoy Kumar Ray;Author
Chandan Chakraborty;Author
K. M. Mandana;Author
Manfred Schmutz;Author
Wolfgang Banzhaf;Author
Gustavo Liñán Cembrano;Author
Rafael Domínguez-Castro;Author
Servando Espejo-Meana;Author
Ángel Rodríguez-Vázquez;Author
Aline Moorkens;Author
Mansoureh Fahimi Hnazaee;Author
Patrick Santens;Author
Thomas Pirenne;Author
Fang Han;Author
Jian-An Fang;Author
Marian Wiercigroch;Author
Zhijie Wang 0001;Author
Hao Wang 0046;Author
Jin He 0002;Author
Qijun Huang;Author
Ruihan Hu;Author
Sheng Chang 0003;Author
Edward T. Bullmore;Author
Guy B. Williams;Author
Lisa Ronan;Author
Neil Roberts;Author
Paul C. Fletcher;Author
Peter B. Jones;Author
Rudolph Pienaar;Author
Tim J. Crow;Author
B. Poorna;Author
K. S. Easwarakumar;Author
Yongqing Yang;Author
Marwan A. Jabri;Author
Philip Heng Wai Leong;Author
Myrsini Gazela;Author
Habib Adabi Ardakani;Author
Maryam Taghizadeh;Author
Rafal Scherer;Author
Rami Saab;Author
Shangkai Gao;Author
Xu Han;Author
Yang Chen;Author
Jian Lian;Author
Xiaojun Fan;Author
Yan Zhang 0060;Author
Yunfeng Shi;Author
Agapito Ledezma;Author
Araceli Sanchis;Author
José Antonio Iglesias 0001;Author
Plamen Angelov 0001;Author
Graham Cairns;Author
Jon Tombs;Author
Amir F. Atiya;Author
Pierre Baldi;Author
Jörg Raddatz;Author
Daqing Guo;Author
Shan He;Author
Yan Cui 0004;Author
Yan Luo;Author
Yang Xia;Author
Mingzhou Ding;Author
Steven L. Bressler;Author
Xue Wang;Author
Yonghong Chen;Author
Niels Birbaumer;Author
Shaowei Xia;Author
Eddy Mayoraz;Author
Frédéric Aviolat;Author
Ad Aertsen;Author
Benny Karmon;Author
Ehud Ahissar;Author
Eilon Vaadia;Author
Eyal Margalit;Author
Hagai Bergman;Author
Israel Nelken;Author
Moshe Abeles;Author
Stefan Rotter;Author
Yizhar Lavner;Author
Wenke Zang;Author
Xuefu Liu;Author
Yongshun Shen;Author
Zhen Yang 0044;Author
Hanbo Liu;Author
Wenyi Qiang;Author
Xin Wang;Author
Hai Guo;Author
Qingguo Wei;Author
Shan Zhu;Author
Xuan Wu;Author
Peter Århem;Author
Staffan Johansson;Author
Alexander Bertrand;Author
Benjamin Vandendriessche;Author
Dorien Weckhuysen;Author
Jonathan Dan;Author
Wim Van Paesschen;Author
Hechun Li;Author
Junxia Chen;Author
Qifu Li;Author
Sheng Wang;Author
Vince D. Calhoun;Author
Yuehan Wang;Author
Zetao Liu;Author
Alexandros T. Tzallas;Author
Dimitrios G. Tsalikakis;Author
Katerina D. Tzimourta;Author
Loukas G. Astrakas;Author
Markos G. Tsipouras;Author
Nikolaos Giannakeas;Author
Pantelis Angelidis 0001;Author
Vasileios Christou;Author
Li Guojie;Author
Fan Liu 0001;Author
Meng Joo Er;Author
Antônio Márcio Rodrigues;Author
Antônio-Carlos Guimarães de Almeida;Author
Carla Alessandra Scorza;Author
Delmo Benedito Silva;Author
Fulvio Alexandre Scorza;Author
Luiz Eduardo Canton Santos;Author
Marcelo A. Moret;Author
Maísa Ferreira Miranda;Author
Silvia Cristina Braga da Silva;Author
Chuan Zhang 0007;Author
Elaine Magat;Author
Gerard E. Francisco;Author
Monica Gutierrez-Verduzco;Author
Sheng Li 0015;Author
Yang Liu 0072;Author
Yen-Ting Chen;Author
Yingchun Zhang;Author
King Chuen Lo;Author
Weibao Zou;Author
Zheru Chi;Author
Chien-Kuo Li;Author
Chun-Shin Lin;Author
Anthony W. Smith;Author
David Zipser;Author
Pengcheng Jiang;Author
Xilu Wang 0001;Author
Baikun Wan;Author
Dong Ming;Author
Feng He 0005;Author
Hongzhi Qi;Author
Jing Liu;Author
Long Chen 0017;Author
Minpeng Xu;Author
Peng Zhou 0001;Author
Csaba Szepesvári;Author
György Hévízi;Author
Janne Nikkilä;Author
Nicolau Gonçalves;Author
Ricardo Vigário;Author
Mark Choey;Author
Haonan Chen;Author
Qiang Huang;Author
Yinghao Wang;Author
Yingying Zhu 0001;Author
Zemian Guo;Author
Peng Chuan Alvin Ang;Author
Subbhuraam Vinitha Sree;Author
Subhagata Chattopadhyay;Author
Wenwei Yu;Author
John G. Taylor;Author
Andrea Boni;Author
Davide Anguita;Author
Sandro Ridella;Author
Berj L. Bardakjian;Author
Demitre Serletis;Author
Farhana Kazi;Author
Sepehr Shirani;Author
Bülent Yilmaz;Author
Nedime Karakullukcu;Author
H. K. Nishihara;Author
R. Timothy Edwards;Author
Mark Staley;Author
Bart De Moor;Author
Johan A. K. Suykens;Author
Michel Duhoux;Author
Rafal Zdunek;Author
Giuseppe Barbagli;Author
Gregorio Landi;Author
Guido Castellini;Author
Stefano Vettori;Author
Bao-Liang Lu;Author
Hui-Cheng Lian;Author
Barbara Webb;Author
Jim Tørresen;Author
Raida Al-Alawi;Author
Francisco Portal;Author
Javier de Lope Asiaín;Author
Manuel Graña;Author
Chuanjie Xu;Author
Weiguang Wang;Author
Alberto Ansaldo;Author
Davide Ricci;Author
Elisa Castagnola;Author
Francesco Debertoldi;Author
Gian Nicola Angotzi;Author
Irene Rembado;Author
Luca Turella;Author
Riccardo Budai;Author
Angelo Labate;Author
Antonio Gambardella;Author
Chiara Sueri;Author
Daniela Fatuzzo;Author
Edoardo Ferlazzo;Author
Fabrizio Tagliavini;Author
Giovanbattista Gaspare Tripodi;Author
Laura Mumoli;Author
Mario Versaci;Author
Maurizio Campolo;Author
Sara Gasparini;Author
Silvana Franceschetti;Author
Umberto Aguglia;Author
Vito Sofia;Author
Vittoria Cianci;Author
Giorgio Parisi;Author
Marc Mézard;Author
Silvio Franz;Author
Ronny Meir;Author
Bin Zhou;Author
Fo Hu;Author
Naishi Feng;Author
Christian A. Morillas;Author
Eduardo Pérez-Valero;Author
Jesus Minguillon;Author
Miguel Angel Lopez-Gordo;Author
Bei Lin;Author
Chuanyue Wang;Author
Feng Li;Author
Lubin Wang;Author
Qijing Bo;Author
Xianbin Li;Author
Yuyang Zhu;Author
Jarl-Thure Erikson;Author
He Ni;Author
Dhiviya Dhanasekar;Author
Guoqi Li 0002;Author
Kiruthika Ramanathan;Author
Luping Shi;Author
Ning Ning 0001;Author
Prahlad Vadakkepat;Author
David Muñoz-Valero;Author
Enrique Adrian Villarrubia-Martin;Author
Jun Liu 0001;Author
Luis Jimenez Linares;Author
Luis Rodriguez-Benitez;Author
Qian Cheng;Author
Weiguo Xu;Author
Wenjie Wang;Author
Yuan Liu 0011;Author
Martin Los;Author
Girijesh Prasad;Author
Simon Johnston;Author
Ke Zhi Mao;Author
Xin Zhou;Author
Byoung-Tak Zhang;Author
Keyu Liu;Author
Siyan Sun;Author
Zhengyuan Jiang;Author
Alejandro J. León;Author
Luis Quesada 0002;Author
Suzanna Becker;Author
Seongyun Cho;Author
Bram Cornelis;Author
Federico Deuschle;Author
Tamás Dózsa;Author
Bruce F. O'Hara;Author
Farid Yaghouby;Author
