article:ID;author:string[];author-aux:string;author-orcid:string[];booktitle:string;cdate:date;cdrom:string;cite:string[];cite-label:string[];crossref:string;editor:string[];editor-orcid:string[];ee:string[];ee-type:string[];i:string[];journal:string;key:string;mdate:date;month:string;note:string[];note-label:string;note-type:string[];number:string;pages:string;publisher:string;publnr:string;publtype:string;stream:string;sub:string[];sup:string[];title:string;title-bibtex:string;tt:string[];url:string[];volume:string;year:int
7992110;Vahid Garousi;;0000-0001-6590-7576;;;;;;;;;https://doi.org/10.1109/TE.2008.2010994;;;IEEE Trans. Educ.;journals/te/Garousi10;2020-04-16;;;;;2;182-193;;;;;;;Applying Peer Reviews in Software Engineering Education: An Experiment and Lessons Learned.;;;db/journals/te/te53.html#Garousi10;53;2010.0
7992111;Ching-Sing Chai|Helen Meng|Irwin King|Savio Wong|Thomas K. F. Chiu|Yeung Yam;;0000-0001-8106-6447|0000-0001-9950-5794|0000-0003-2887-5477;;;;;;;;;https://doi.org/10.1109/TE.2021.3085878;oa;;IEEE Trans. Educ.;journals/te/ChiuMCKWY22;2023-07-27;;;;;1;30-39;;;;;;;Creation and Evaluation of a Pretertiary Artificial Intelligence (AI) Curriculum.;;;db/journals/te/te65.html#ChiuMCKWY22;65;2022.0
7992112;Antonio García Dopico|Francisco Rosales|José Luis Pedraza|Santiago Rodríguez;;0000-0001-7373-7853;;;;;;;;;https://doi.org/10.1109/TE.2004.832874;;;IEEE Trans. Educ.;journals/te/DopicoRRP05;2021-02-19;;;;;1;89-98;;;;;;;Automatic management of laboratory work in mass computer engineering courses.;;;db/journals/te/te48.html#DopicoRRP05;48;2005.0
7992113;Rob Faux;;;;;;;;;;;https://doi.org/10.1109/TE.2005.852593;;;IEEE Trans. Educ.;journals/te/Faux06;2020-04-16;;;;;1;11-15;;;;;;;Impact of preprogramming course curriculum on learning in the first programming course.;;;db/journals/te/te49.html#Faux06;49;2006.0
7992114;Antonio Carlos Seabra|Denise Consonni;;;;;;;;;;;https://doi.org/10.1109/13.912704;;;IEEE Trans. Educ.;journals/te/ConsonniS01;2020-04-16;;;;;1;5-15;;;;;;;A modern approach to teaching basic experimental electricity and electronics.;;;db/journals/te/te44.html#ConsonniS01;44;2001.0
7992115;Aaron W. Johnson|Cynthia J. Finelli|Magel P. Su|Max W. Blackburn;;0000-0001-6989-2340|0000-0001-9148-1492|0000-0003-4898-5024;;;;;;;;;https://doi.org/10.1109/TE.2018.2867447|https://www.wikidata.org/entity/Q59702503;;;IEEE Trans. Educ.;journals/te/JohnsonBSF19;2020-04-16;;;;;2;91-98;;;;;;;How a Flexible Classroom Affords Active Learning in Electrical Engineering.;;;db/journals/te/te62.html#JohnsonBSF19;62;2019.0
7992116;Javeed Kittur|Nathan G. Ewert;;0000-0001-6132-7304;;;;;;;;;https://doi.org/10.1109/TE.2025.3614155;;;IEEE Trans. Educ.;journals/te/EwertK25;2026-01-06;December;;;;6;492-503;;;;streams/journals/te;;;Understanding the Current Mentorship Capabilities of Teaching Assistants for Engineering Courses.;;;db/journals/te/te68.html#EwertK25;68;2025.0
7992117;Charles B. Fleddermann|Manuel Castro 0001|Martín Llamas Nistal;;0000-0001-8751-6963;;;;;;;;;https://doi.org/10.1109/TE.2010.2048734;;;IEEE Trans. Educ.;journals/te/FleddermannNC10;2023-04-28;;;;;2;347;;;;;;;Revista Iberoamericana de Tecnologías del/da Aprendizaje/Aprendizagem (IEEE-RITA) A Latin-American Learning Technologies Journal.;;;db/journals/te/te53.html#FleddermannNC10;53;2010.0
7992118;Ernest M. Kim|Mikaya L. D. Lumori;;;;;;;;;;;https://doi.org/10.1109/TE.2009.2026636;;;IEEE Trans. Educ.;journals/te/LumoriK10;2020-04-16;;;;;3;419-429;;;;;;;Engaging Students in Applied Electromagnetics at the University of San Diego.;;;db/journals/te/te53.html#LumoriK10;53;2010.0
7992119;Francisco Jurado 0002|José Carpio|Manuel Castro 0001;;0000-0001-8122-7415;;;;;;;;;https://doi.org/10.1109/TE.2002.1013881;;;IEEE Trans. Educ.;journals/te/JuradoCC02;2023-04-28;;;;;2;161-167;;;;;;;Experiences with fuzzy logic and neural networks in a control course.;;;db/journals/te/te45.html#JuradoCC02;45;2002.0
7992120;Anthony A. Renshaw|Charles A. Zukowski|Joshua H. Reibel|Katie Penn|Morton B. Friedman|Robert O. McClintock;;;;;;;;;;;https://doi.org/10.1109/13.848058;;;IEEE Trans. Educ.;journals/te/RenshawRZPMF00;2020-04-16;;;;;2;83-91;;;;;;;An assessment of on-line engineering design problem presentation strategies.;;;db/journals/te/te43.html#RenshawRZPMF00;43;2000.0
7992121;Carlotta A. Berry|Leanne Holder|Nicole Pfiester|Tracy Weyand;;0000-0001-9735-5825|0000-0002-7359-7341|0000-0003-1113-9668|0009-0009-2094-0466;;;;;;;;;https://doi.org/10.1109/TE.2024.3367603;;;IEEE Trans. Educ.;journals/te/BerryHPW24;2024-09-08;August;;;;4;519-525;;;;streams/journals/te;;;Concept Maps Afford Connections From Mathematics and Physics to Electrical Engineering Courses.;;;db/journals/te/te67.html#BerryHPW24;67;2024.0
7992122;Connelly Barnes|Danielle Amatore|Milo D. Koretsky|Sho Kimura;;0000-0002-6887-4527;;;;;;;;;https://doi.org/10.1109/TE.2007.906894;;;IEEE Trans. Educ.;journals/te/KoretskyABK08;2020-04-16;;;;;1;76-85;;;;;;;Enhancement of Student Learning in Experimental Design Using a Virtual Laboratory.;;;db/journals/te/te51.html#KoretskyABK08;51;2008.0
7992123;Aldo Gordillo|Daniel López-Fernández;;0000-0001-9785-4827|0000-0003-1265-010X;;;;;;;;;https://doi.org/10.1109/TE.2024.3403913;oa;;IEEE Trans. Educ.;journals/te/GordilloL24;2024-12-09;October;;;;5;660-668;;;;streams/journals/te;;;Are Educational Escape Rooms More Effective Than Traditional Lectures for Teaching Software Engineering? A Randomized Controlled Trial.;;;db/journals/te/te67.html#GordilloL24;67;2024.0
7992124;J. Emilio Rodriguez-Seco|Juan-Manuel Lopez-Garde|Unai Hernández-Jayo;;0000-0002-1679-4031|0000-0002-3825-2823|0000-0002-8567-8122;;;;;;;;;https://doi.org/10.1109/TE.2015.2399859;;;IEEE Trans. Educ.;journals/te/Hernandez-JayoL15;2021-05-19;;;;;4;269-275;;;;;;;Addressing Electronic Communications System Learning Through a Radar-Based Active Learning Project.;;;db/journals/te/te58.html#Hernandez-JayoL15;58;2015.0
7992125;Spiridon A. Kazarlis|Vassilios Petridis|Vassilis G. Kaburlasos;;0000-0002-1639-0627;;;;;;;;;https://doi.org/10.1109/TE.2002.808266;;;IEEE Trans. Educ.;journals/te/PetridisKK03;2020-04-16;;;;;1;102-110;;;;;;;ACES: an interactive software platform for self-instruction and self-evaluation in automatic control systems.;;;db/journals/te/te46.html#PetridisKK03;46;2003.0
7992126;Hua Yuan|Qishan Liu|Zhuojia Xu;;0000-0001-7850-7037|0000-0002-3763-3800;;;;;;;;;https://doi.org/10.1109/TE.2020.3008751;;;IEEE Trans. Educ.;journals/te/XuYL21;2021-03-02;;;;;1;66-73;;;;;;;Student Performance Prediction Based on Blended Learning.;;;db/journals/te/te64.html#XuYL21;64;2021.0
7992127;Panagiotis K. Linos|Steve Chenoweth;;0000-0001-5339-4259|0009-0006-3784-5607;;;;;;;;;https://doi.org/10.1109/TE.2023.3337343;;;IEEE Trans. Educ.;journals/te/ChenowethL24;2024-06-18;June;;;;3;377-386;;;;;;;Teaching Machine Learning as Part of Agile Software Engineering.;;;db/journals/te/te67.html#ChenowethL24;67;2024.0
7992128;Eduardo Guzmán 0001|Ricardo Conejo;;0000-0002-5172-9681|0000-0003-0810-4608;;;;;;;;;https://doi.org/10.1109/TE.2005.854571;;;IEEE Trans. Educ.;journals/te/GuzmanC05;2022-01-28;;;;;4;688-695;;;;;;;Self-assessment in a feasible, adaptive web-based testing system.;;;db/journals/te/te48.html#GuzmanC05;48;2005.0
7992129;Barbara C. Stoler|Chalmers F. Sechrist|Douglas Gorham|Lyle D. Feisel|Theodore E. Batchman|Walter H. Gmelch;;0000-0001-9067-0478;;;;;;;;;https://doi.org/10.1109/TE.2002.1013875;;;IEEE Trans. Educ.;journals/te/SechristBFGGS02;2020-04-16;;;;;2;118-127;;;;;;;Partnerships take the lead: a deans summit on education for a technological world.;;;db/journals/te/te45.html#SechristBFGGS02;45;2002.0
7992130;Bin Shyan Jong|Chien-Hung Lai|Tsong-Wuu Lin|Yen-Teh Hsia;;0000-0002-1246-3358;;;;;;;;;https://doi.org/10.1109/TE.2012.2217379;;;IEEE Trans. Educ.;journals/te/JongLHL13;2020-10-26;;;;;3;292-299;;;;;;;Effects of Anonymity in Group Discussion on Peer Interaction and Learning Achievement.;;;db/journals/te/te56.html#JongLHL13;56;2013.0
7992131;Alfred Festus Davidson|Janakiraman Viraraghavan;;0000-0003-0991-2893|0000-0003-4899-0368;;;;;;;;;https://doi.org/10.1109/TE.2022.3192624;;;IEEE Trans. Educ.;journals/te/DavidsonV23;2023-02-25;February;;;;1;83-93;;;;;;;Layout-Based Digital IC Course Projects in Large Classes: Implementation, Evaluation, and Plagiarism Detection.;;;db/journals/te/te66.html#DavidsonV23;66;2023.0
7992132;Ijeoma J. F. Ezika|Ijeoma Ndu|Ogechukwu N. Iloanusi|Tochukwu Clinton Chukwueke;;0000-0002-6306-9713|0000-0002-7446-0195;;;;;;;;;https://doi.org/10.1109/TE.2022.3170826;;;IEEE Trans. Educ.;journals/te/EzikaNCI23;2023-02-25;February;;;;1;4-11;;;;;;;Assessing Opportunities for Self-Study and Out-of-Class Activities in a Prescriptive High Contact-Hour Engineering Curriculum.;;;db/journals/te/te66.html#EzikaNCI23;66;2023.0
7992133;Clayton R. Paul;;;;;;;;;;;https://doi.org/10.1109/TE.2008.921438;;;IEEE Trans. Educ.;journals/te/Paul09;2020-04-16;;;;;1;200-201;;;;;;;Areas of Electrical and Computer Engineering Education That Require Increased Emphasis.;;;db/journals/te/te52.html#Paul09;52;2009.0
7992134;DaiYoung Kwon|Hansung Kim 0002|Jae-Kwoun Shim|Won-Gyu Lee;;0000-0002-1161-9453|0000-0002-7732-2628;;;;;;;;;https://doi.org/10.1109/TE.2012.2190071;;;IEEE Trans. Educ.;journals/te/KwonKSL12;2025-08-08;;;;;4;474-479;;;;;;;Algorithmic Bricks: A Tangible Robot Programming Tool for Elementary School Students.;;;db/journals/te/te55.html#KwonKSL12;55;2012.0
7992135;Gregory D. Buckner|Shaphan R. Jernigan|Yusef Fahmy;;0000-0002-6601-4814;;;;;;;;;https://doi.org/10.1109/TE.2008.924217;;;IEEE Trans. Educ.;journals/te/JerniganFB09;2021-04-09;;;;;2;205-213;;;;;;;Implementing a Remote Laboratory Experience Into a Joint Engineering Degree Program: Aerodynamic Levitation of a Beach Ball.;;;db/journals/te/te52.html#JerniganFB09;52;2009.0
7992136;Aletta Nylén|Thom Kunkeler;;0000-0001-6640-1016|0000-0003-0513-9338;;;;;;;;;https://doi.org/10.1109/TE.2023.3347096;;;IEEE Trans. Educ.;journals/te/KunkelerN24;2024-05-07;April;;;;2;202-208;;;;;;;From Science to Computing: A Study of Capital Among Bioinformatics Students.;;;db/journals/te/te67.html#KunkelerN24;67;2024.0
7992137;Behrooz Parhami;;;;;;;;;;;https://doi.org/10.1109/TE.2008.930087|https://www.wikidata.org/entity/Q99714093;;;IEEE Trans. Educ.;journals/te/Parhami09;2020-12-25;;;;;3;360-364;;;;;;;Motivating Computer Engineering Freshmen Through Mathematical and Logical Puzzles.;;;db/journals/te/te52.html#Parhami09;52;2009.0
7992138;Bruce D. Wedlock|William Gerard Hurley;;;;;;;;;;;https://doi.org/10.1109/TE.2004.837344;;;IEEE Trans. Educ.;journals/te/WedlockH04;2020-04-16;;;;;4;508;;;;;;;"Correction to ""PWM Control of a Magnetic Suspension System"".";;;db/journals/te/te47.html#WedlockH04;47;2004.0
7992139;Alain Wegmann;;;;;;;;;;;https://doi.org/10.1109/TE.2004.825059;;;IEEE Trans. Educ.;journals/te/Wegmann04;2020-04-16;;;;;4;490-496;;;;;;;Theory and practice behind the course designing enterprisewide IT systems.;;;db/journals/te/te47.html#Wegmann04;47;2004.0
7992140;D. Matthew Boyer|Erica B. Walker|Lisa C. Benson;;0000-0001-5517-2289|0000-0001-9258-3036|0000-0002-4191-260X;;;;;;;;;https://doi.org/10.1109/TE.2019.2898151|https://www.wikidata.org/entity/Q121826550;;;IEEE Trans. Educ.;journals/te/WalkerBB19;2023-10-22;;;;;3;209-215;;;;;;;Using Studio Culture to Foster Epistemic Change in an Engineering Senior Design Course.;;;db/journals/te/te62.html#WalkerBB19;62;2019.0
7992141;Abrar A. Khan|Shuhui Li 0001;;0000-0001-6754-8976;;;;;;;;;https://doi.org/10.1109/TE.2005.852601;;;IEEE Trans. Educ.;journals/te/LiK05;2021-10-07;;;;;3;520-530;;;;;;;Applying IT Tools to a Laboratory Course for Measurement, Analysis, and Design of Electric and Electronic Circuits.;;;db/journals/te/te48.html#LiK05;48;2005.0
7992142;J. Scamans|Jerry S. Busby|Katy Payne|Ralph E. Hibberd;;;;;;;;;;;https://doi.org/10.1109/13.825737;;;IEEE Trans. Educ.;journals/te/BusbyPSH00;2020-04-16;;;;;1;30-35;;;;;;;An evaluation of an instructional system for engineering task estimation.;;;db/journals/te/te43.html#BusbyPSH00;43;2000.0
7992143;Fan Zhang|Qiu Tang|Renxin Zhao|Shi Wang|Xiaogang Zhang 0002;;0000-0001-9935-712X|0000-0002-2576-2576|0000-0002-5117-6095|0000-0003-1219-4394;;;;;;;;;https://doi.org/10.1109/TE.2021.3094981;;;IEEE Trans. Educ.;journals/te/WangZTZZ22;2026-02-01;;;;;2;115-123;;;;;;;A Take-Home Motor Control Teaching Experiment Platform for Control Engineering-Related Courses.;;;db/journals/te/te65.html#WangZTZZ22;65;2022.0
7992144;Ann E. Kelley Sobel;;;;;;;;;;;https://doi.org/10.1109/TE.2001.925876;;;IEEE Trans. Educ.;journals/te/Sobel01;2020-04-16;;;;;2;17;;;;;;;Emphasizing formal analysis in a software engineering curriculum.;;;db/journals/te/te44.html#Sobel01;44;2001.0
7992145;Moritz Harteneck|Robert W. Stewart;;;;;;;;;;;https://doi.org/10.1109/13.925850;;;IEEE Trans. Educ.;journals/te/HarteneckS01;2020-04-16;;;;;2;6;;;;;;;Adaptive signal processing JAVA applet.;;;db/journals/te/te44.html#HarteneckS01;44;2001.0
7992146;Billy V. Koen;;;;;;;;;;;https://doi.org/10.1109/TE.2005.850712;;;IEEE Trans. Educ.;journals/te/Koen05;2020-04-16;;;;;4;599-604;;;;;;;"Creating a sense of ""Presence"" in a web-based PSI course: the search for Mark Hopkins' log in a digital world.";;;db/journals/te/te48.html#Koen05;48;2005.0
7992147;Esra Erdem 0001|Volkan Patoglu|Zeynep Dogmus;;0000-0001-6644-3937|0000-0001-8384-7810;;;;;;;;;https://doi.org/10.1109/TE.2014.2318678;;;IEEE Trans. Educ.;journals/te/DogmusEP15;2020-09-05;;;;;1;15-24;;;;;;;ReAct!: An Interactive Educational Tool for AI Planning for Robotics.;;;db/journals/te/te58.html#DogmusEP15;58;2015.0
7992148;Fabio G. Guerrero|Gustavo Vejarano;;0000-0002-5658-9497;;;;;;;;;https://doi.org/10.1109/TE.2007.914941;;;IEEE Trans. Educ.;journals/te/VejaranoG08;2020-04-16;;;;;4;468-475;;;;;;;A Constructivist Simulation-Based Methodology for Teaching Mobile Communications.;;;db/journals/te/te51.html#VejaranoG08;51;2008.0
7992149;Edward J. Rothwell;;;;;;;;;;;https://doi.org/10.1109/TE.2008.930507|https://www.wikidata.org/entity/Q99714096;;;IEEE Trans. Educ.;journals/te/Rothwell09;2020-12-25;;;;;4;459-469;;;;;;;The Transmission Line as a Simple Example for Introducing Integral Equations to Undergraduates.;;;db/journals/te/te52.html#Rothwell09;52;2009.0
7992150;Milos Cvetanovic|Miroslav Bojovic|Vladimir Blagojevic|Zaharije Radivojevic;;;;;;;;;;;https://doi.org/10.1109/TE.2010.2063431;;;IEEE Trans. Educ.;journals/te/CvetanovicRBB11;2020-04-16;;;;;3;398-409;;;;;;;ADVICE - Educational System for Teaching Database Courses.;;;db/journals/te/te54.html#CvetanovicRBB11;54;2011.0
7992151;Andrea Gerosa|Lorenza Da Re|Roberta Bonelli;;0000-0001-7988-1426|0000-0001-9514-1700|0000-0002-3395-8034;;;;;;;;;https://doi.org/10.1109/TE.2022.3205962;oa;;IEEE Trans. Educ.;journals/te/ReBG23;2025-05-01;April;;;;2;163-173;;;;;;;Formative Tutoring: A Program for the Empowerment of Engineering Students.;;;db/journals/te/te66.html#ReBG23;66;2023.0
7992152;Chien-Yuu Dai|Kang-Yuu Wang|Kuo-En Chang|Yao-Ting Sung;;;;;;;;;;;https://doi.org/10.1109/TE.2002.808276;;;IEEE Trans. Educ.;journals/te/ChangSWD03;2020-04-16;;;;;1;69-78;;;;;;;Web_Soc: a Socratic-dialectic-based collaborative tutoring system on the World Wide Web.;;;db/journals/te/te46.html#ChangSWD03;46;2003.0
7992153;Edmundo Tovar Caro|Jose Ramon Hilera Gonzalez|José Luis Martín-Núñez;;0000-0002-4102-6069;;;;;;;;;https://doi.org/10.1109/TE.2016.2607693;;;IEEE Trans. Educ.;journals/te/NunezCG17;2022-06-03;;;;;2;134-142;;;;;;;From Higher Education to Open Education: Challenges in the Transformation of an Online Traditional Course.;;;db/journals/te/te60.html#NunezCG17;60;2017.0
7992154;G. F. Paskusz;;;;;;;;;;;https://doi.org/10.1109/13.848080;;;IEEE Trans. Educ.;journals/te/Paskusz00;2020-04-16;;;;;2;242;;;;;;;"Comments on ""Transient analysis of energy equation of dynamical systems"".";;;db/journals/te/te43.html#Paskusz00;43;2000.0
7992155;John R. Haughery;;0000-0003-3535-256X;;;;;;;;;https://doi.org/10.1109/TE.2024.3384255;;;IEEE Trans. Educ.;journals/te/Haughery24;2024-09-08;August;;;;4;592-601;;;;streams/journals/te;;;Toward Uncovering Meaning in Human-Robot Interactions.;;;db/journals/te/te67.html#Haughery24;67;2024.0
7992156;Gonzalo Macias-Bobadilla|Juvenal Rodríguez-Reséndiz|Mariano Garduño-Aparicio|Suresh Thenozhi;;0000-0001-8598-5600|0000-0002-0288-9953|0000-0002-7737-2115|0000-0003-1382-2938;;;;;;;;;https://doi.org/10.1109/TE.2017.2741446;oa;;IEEE Trans. Educ.;journals/te/Garduno-Aparicio18;2024-10-06;;;;;1;55-62;;;;;;;A Multidisciplinary Industrial Robot Approach for Teaching Mechatronics-Related Courses.;;;db/journals/te/te61.html#Garduno-Aparicio18;61;2018.0
7992157;Gordon D. Stubley|Jan Paul Huissoon|Kaan Erkorkmaz|Michele Bristow|Soo Jeon|Steven Lake Waslander|William S. Owen;;0000-0003-1053-2978|0000-0003-4217-4415;;;;;;;;;https://doi.org/10.1109/TE.2011.2160946|https://www.wikidata.org/entity/Q59894146;;;IEEE Trans. Educ.;journals/te/BristowEHJOWS12;2020-04-16;;;;;2;203-212;;;;;;;A Control Systems Concept Inventory Test Design and Assessment.;;;db/journals/te/te55.html#BristowEHJOWS12;55;2012.0
7992158;Haochen Liu|Peng Liang 0019|Xiaohua Sun 0002;;0000-0001-9430-2859|0000-0002-2991-3642;;;;;;;;;https://doi.org/10.1109/TE.2022.3194356;;;IEEE Trans. Educ.;journals/te/SunLL23;2024-12-16;April;;;;2;104-112;;;;;;;A Design of Automatic Magnetic Properties Measurement System for Under/Postgraduate Open Experimental Project: Effective, Low Cost, and Scalable.;;;db/journals/te/te66.html#SunLL23;66;2023.0
7992159;Gennaro Conte|Stefano Salvatori;;0000-0002-6722-1794;;;;;;;;;https://doi.org/10.1109/TE.2008.928218;;;IEEE Trans. Educ.;journals/te/SalvatoriC09;2020-04-16;;;;;3;318-327;;;;;;;On the SCTC-OCTC Method for the Analysis and Design of Circuits.;;;db/journals/te/te52.html#SalvatoriC09;52;2009.0
7992160;James C. Harden|Jerry W. Bruce|Robert B. Reese;;0000-0003-1850-3127;;;;;;;;;https://doi.org/10.1109/TE.2003.817618;;;IEEE Trans. Educ.;journals/te/BruceHR04;2024-07-28;;;;;1;83-92;;;;;;;Cooperative and progressive design experience for embedded systems.;;;db/journals/te/te47.html#BruceHR04;47;2004.0
7992161;Martin Hynes|Werner Hugo Wölfle|William Gerard Hurley;;;;;;;;;;;https://doi.org/10.1109/TE.2004.827831;;;IEEE Trans. Educ.;journals/te/HurleyHW04;2020-04-16;;;;;2;165-173;;;;;;;PWM control of a magnetic suspension system.;;;db/journals/te/te47.html#HurleyHW04;47;2004.0
7992162;Jacques-Olivier Haenni|Jean-Luc Beuchat;;0000-0002-7161-4005;;;;;;;;;https://doi.org/10.1109/13.865205;;;IEEE Trans. Educ.;journals/te/BeuchatH00;2020-10-26;;;;;3;300-308;;;;;;;Von Neumann's 29-state cellular automaton: a hardware implementation.;;;db/journals/te/te43.html#BeuchatH00;43;2000.0
7992163;Adriana E. Chis|Cristina Hava Muntean|Dan Zhao 0003|Gabriel-Miro Muntean;;0000-0001-5082-9253|0000-0001-9016-5594|0000-0002-8700-4914|0000-0002-9332-4770;;;;;;;;;https://doi.org/10.1109/TE.2020.3044174;;;IEEE Trans. Educ.;journals/te/ZhaoMCM21;2024-08-13;;;;;3;308-316;;;;;;;Learner Attitude, Educational Background, and Gender Influence on Knowledge Gain in a Serious Games-Enhanced Programming Course.;;;db/journals/te/te64.html#ZhaoMCM21;64;2021.0
7992164;Abraham E. Flanigan|Duane F. Shell|Leen-Kiat Soh|Markeya S. Peteranetz;;0000-0001-9037-5815|0000-0002-5228-0687|0000-0002-6094-4666;;;;;;;;;https://doi.org/10.1109/TE.2021.3049721;;;IEEE Trans. Educ.;journals/te/PeteranetzSSF21;2021-08-12;;;;;3;317-326;;;;;;;Motivation and Self-Regulated Learning in Computer Science: Lessons Learned From a Multiyear Program of Classroom Research.;;;db/journals/te/te64.html#PeteranetzSSF21;64;2021.0
7992165;Mehrdad Moallem;;;;;;;;;;;https://doi.org/10.1109/TE.2004.825054;;;IEEE Trans. Educ.;journals/te/Moallem04;2020-04-16;;;;;3;340-347;;;;;;;A laboratory testbed for embedded computer control.;;;db/journals/te/te47.html#Moallem04;47;2004.0
7992166;Chika O. Nwankpa|Harry G. Kwatny|Saffet Ayasun;;;;;;;;;;;https://doi.org/10.1109/TE.2006.879798;;;IEEE Trans. Educ.;journals/te/AyasunNK06;2020-04-16;;;;;4;432-442;;;;;;;Voltage Stability Toolbox for Power System Education and Research.;;;db/journals/te/te49.html#AyasunNK06;49;2006.0
7992167;Brian Hong;;0000-0001-8099-0312;;;;;;;;;https://doi.org/10.1109/TE.2020.3025362;;;IEEE Trans. Educ.;journals/te/Hong21;2021-05-16;;;;;2;202-204;;;;;;;"Comments on ""A New Derivation of the Law of the Junctions"".";;;db/journals/te/te64.html#Hong21;64;2021.0
7992168;Abdulhadi Shoufan;;0000-0002-3968-8637;;;;;;;;;https://doi.org/10.1109/TE.2020.2989921;;;IEEE Trans. Educ.;journals/te/Shoufan20;2020-12-17;;;;;4;314-321;;;;;;;Lecture-Free Classroom: Fully Active Learning on Moodle.;;;db/journals/te/te63.html#Shoufan20;63;2020.0
7992169;John E. Mitchell 0002;;;;;;;;;;;https://doi.org/10.1109/TE.2021.3071049;;;IEEE Trans. Educ.;journals/te/Mitchell21;2021-05-11;;;;;2;87;;;;;;;Editorial.;;;db/journals/te/te64.html#Mitchell21;64;2021.0
7992170;Agustin Zuniga|Henrik Nygren|Mika Tompuri|Ngoc Thi Nguyen|Petteri Nurmi;;0000-0001-7991-5796|0000-0001-8262-6434|0000-0002-6481-3559|0000-0003-1011-8937|0009-0008-8015-3707;;;;;;;;;https://doi.org/10.1109/TE.2025.3624281;;;IEEE Trans. Educ.;journals/te/ZunigaNTNN25;2026-01-06;December;;;;6;516-527;;;;streams/journals/te;;;A Tale of Many IoTs: A Modular Constructivist Course Design for Internet of Things Education.;;;db/journals/te/te68.html#ZunigaNTNN25;68;2025.0
7992171;Wei-Tong Tan|Wilson Gong|Woon-Seng Gan|Yong-Kim Chong;;0000-0002-7143-1823;;;;;;;;;https://doi.org/10.1109/13.825735;;;IEEE Trans. Educ.;journals/te/GanCGT00;2020-04-16;;;;;1;19-24;;;;;;;Rapid prototyping system for teaching real-time digital signal processing.;;;db/journals/te/te43.html#GanCGT00;43;2000.0
7992172;Xiaokun Yang;;0000-0002-1236-6857;;;;;;;;;https://doi.org/10.1109/TE.2021.3050450;;;IEEE Trans. Educ.;journals/te/Yang21;2021-12-15;;;;;4;337-344;;;;;;;An Approach of Project-Based Learning: Bridging the Gap Between Academia and Industry Needs in Teaching Integrated Circuit Design Course.;;;db/journals/te/te64.html#Yang21;64;2021.0
7992173;Denise Consonni|Flávio A. M. Cipparrone;;0000-0001-7980-181X|0000-0003-2187-8712;;;;;;;;;https://doi.org/10.1109/TE.2022.3151376;;;IEEE Trans. Educ.;journals/te/CipparroneC22;2022-11-13;;;;;4;575-583;;;;;;;Calculation of Step Discontinuities in Electric Circuits: A Time-Domain Analysis.;;;db/journals/te/te65.html#CipparroneC22;65;2022.0
7992174;Diego Rodríguez-Losada|Iñaki Navarro|Miguel Hernando 0001|Ramón Galán;;0000-0001-8763-4134|0000-0001-9997-0266;;;;;;;;;https://doi.org/10.1109/TE.2010.2095014;;;IEEE Trans. Educ.;journals/te/HernandoGNR11;2021-07-16;;;;;4;569-575;;;;;;;Ten Years of Cybertech: The Educational Benefits of Bullfighting Robotics.;;;db/journals/te/te54.html#HernandoGNR11;54;2011.0
7992175;Iain McNally|Matthew Swabey|Peter R. Wilson|Reuben Wilcock;;0000-0002-3611-0602|0000-0002-5738-459X;;;;;;;;;https://doi.org/10.1109/TE.2009.2017271;;;IEEE Trans. Educ.;journals/te/WilsonWMS10;2026-02-25;;;;;2;297-305;;;;;;;Innovative Teaching of IC Design and Manufacture Using the Superchip Platform.;;;db/journals/te/te53.html#WilsonWMS10;53;2010.0
7992176;Kathryn Cormican|Suzana Sampaio;;0000-0001-6890-2914|0000-0003-1688-1087;;;;;;;;;https://doi.org/10.1109/TE.2025.3573603;;;IEEE Trans. Educ.;journals/te/SampaioC25;2025-09-06;August;;;;4;336-345;;;;streams/journals/te;;;Breaking Barriers: Enhancing Student Satisfaction in Online Engineering Education.;;;db/journals/te/te68.html#SampaioC25;68;2025.0
7992177;Alberto Rodriguez 0001|Diego G. Lamar|Manuel Arias Pérez de Azpeitia|Marta M. Hernando|Miguel Rodriguez|Pablo F. Miaja;;0000-0002-0897-8594|0000-0002-1208-0250|0000-0002-4419-1940|0000-0002-6541-4509|0000-0003-0790-235X;;;;;;;;;https://doi.org/10.1109/TE.2010.2046490;;;IEEE Trans. Educ.;journals/te/MiajaLARRH11;2021-08-03;;;;;1;104-113;;;;;;;A Switching-Mode Power Supply Design Tool to Improve Learning in a Power Electronics Course.;;;db/journals/te/te54.html#MiajaLARRH11;54;2011.0
7992178;Cynthia J. Finelli|Golnoosh Rasoulifar|Maura Borrego;;0000-0001-9148-1492;;;;;;;;;https://doi.org/10.1002/jee.20101|https://www.wikidata.org/entity/Q59941912;;;IEEE Trans. Educ.;journals/te/FinelliBR15;2020-04-16;;;;;4;219-241;;;;;;;Development of a Taxonomy of Keywords for Engineering Education Research.;;;db/journals/te/te58.html#FinelliBR15;58;2015.0
7992179;Craig B. Arnold|Nikita S. Dutta;;0000-0002-0293-5411|0000-0003-2301-4010;;;;;;;;;https://doi.org/10.1109/TE.2022.3151824|https://www.wikidata.org/entity/Q115263740;;;IEEE Trans. Educ.;journals/te/DuttaA22;2023-08-28;;;;;4;584-591;;;;;;;Illuminating the Role of Classmates in Reducing the Participation Gender Gap in Lecture-Based Engineering Classes.;;;db/journals/te/te65.html#DuttaA22;65;2022.0
